label,days,win,loss,win_rate,total_pnl,mean_daily,stdev_daily,sharpe,max_dd,calmar,total_entries,total_stops,stop_rate
credit-based,19,16,3,84.21052631578947,9057.99983549118,476.73683344690426,612.8309493424434,12.349184748044886,650.0000534206629,184.8271879308138,133,27,20.30075187969925
0.3,19,15,4,78.94736842105263,9364.999956339598,492.89473454418936,769.1974836803813,10.172239908254786,1079.9999905377626,115.0087724012741,133,11,8.270676691729323
