combo_id,put_stop_buffer,min_put_credit,min_call_credit,one_sided_entries_enabled,fomc_t1_callonly_enabled,stop_buffer,entry_schedule,early_exit_time,put_only_max_vix,target_delta,conditional_e6_enabled,conditional_e7_enabled,downday_threshold_pct,downday_reference,conditional_upday_e6_enabled,conditional_upday_e7_enabled,upday_threshold_pct,upday_reference,downday_theoretical_put_credit,upday_theoretical_call_credit,net_return_exit_pct,callside_min_upday_pct,base_entry_downday_callonly_pct,base_entry_upday_putonly_pct,movement_entry_pct,max_vix_entry,vix_early_exit_threshold,price_based_stop_points,train_net_pnl,train_sharpe,train_max_dd,train_win_rate,train_avg_net_per_day,train_stop_rate,train_total_entries,train_total_skipped,train_days,val_net_pnl,val_sharpe,val_max_dd,val_win_rate,val_avg_net_per_day,val_stop_rate,val_days
180,100,1.75,1.25,True,False,10,current,,25.0,8.0,False,True,0.3,open,True,False,0.6,open,150,0,,,,,,,,,183224.99923802912,1.9233219926725749,-25905.000801682472,71.44396551724138,197.44073193753138,12.618483412322275,4220,2276,928,,,,,,,
149,100,1.75,1.25,True,False,10,current,,25.0,8.0,False,True,0.3,open,True,False,0.2,open,150,0,,,0.6,,,,,,175321.99981239438,1.9232202104830385,-18890.000997632742,71.44396551724138,188.924568763356,11.42623716153128,4284,2212,928,,,,,,,
269,100,1.75,1.25,True,False,10,current,,25.0,8.0,False,True,0.4,open,True,False,0.4,open,150,0,,,0.6,,,,,,174100.9997061491,1.9229017969347875,-19150.000962987542,71.5203426124197,186.4036399423438,11.52214891611687,4244,2294,934,,,,,,,
113,100,1.75,1.25,True,False,10,current,,25.0,8.0,False,True,0.25,open,True,False,0.3,open,150,0,,,0.6,,,,,,174511.99965906143,1.9222570588642178,-19325.00101685524,71.62891046386191,188.25458431398212,11.418887330528284,4278,2211,927,,,,,,,
125,100,1.75,1.25,True,False,10,current,,25.0,8.0,False,True,0.25,open,True,False,0.4,open,150,0,,,0.6,,,,,,173286.99961867929,1.9222383701036905,-19040.00096678734,71.55172413793103,186.7316806235768,11.44465290806754,4264,2232,928,,,,,,,
80,100,1.75,1.25,True,False,10,current,,25.0,8.0,False,True,0.2,open,True,False,0.5,open,150,0,,,0.3,,,,,,159466.99950408936,1.922165773847055,-17035.00157237053,72.86486486486487,172.39675622063714,9.959971744761008,4247,2228,925,,,,,,,
56,100,1.75,1.25,True,False,10,current,,25.0,8.0,False,True,0.2,open,True,False,0.25,open,150,0,,,0.3,,,,,,161371.99960288405,1.922151100174639,-17035.00157237053,72.97297297297297,174.45621578690168,9.939337377508165,4286,2189,925,,,,,,,
84,100,1.75,1.25,True,False,10,current,,25.0,8.0,False,True,0.2,open,True,False,0.6,open,150,0,,,,,,,,,183068.99917022884,1.921742462333552,-25855.00080421567,71.45945945945947,197.91243153538252,12.514757969303425,4235,2240,925,,,,,,,
216,100,1.75,1.25,True,False,10,current,,25.0,8.0,False,True,0.35,open,True,False,0.4,open,150,0,,,,,,,,,185400.9992619455,1.9217205677749232,-25445.00078499317,71.13733905579399,198.92811079607884,12.629594721960416,4244,2280,932,,,,,,,
276,100,1.75,1.25,True,False,10,current,,25.0,8.0,False,True,0.4,open,True,False,0.6,open,150,0,,,,,,,,,184219.9992584437,1.9217118783203555,-25965.000800415874,71.41327623126338,197.23768657220955,12.701421800947868,4220,2318,934,,,,,,,
65,100,1.75,1.25,True,False,10,current,,25.0,8.0,False,True,0.2,open,True,False,0.3,open,150,0,,,0.6,,,,,,174284.99965384603,1.9216475441740708,-19325.00101685524,71.56756756756756,188.4162158419957,11.32538569424965,4278,2197,925,,,,,,,
29,100,1.75,1.25,True,False,10,current,,25.0,8.0,False,True,0.1,open,True,False,0.4,open,150,0,,,0.6,,,,,,173547.99960951507,1.9213990355381185,-20863.00096462667,71.56756756756756,187.6194590373136,11.282051282051283,4290,2185,925,,,,,,,
53,100,1.75,1.25,True,False,10,current,,25.0,8.0,False,True,0.2,open,True,False,0.2,open,150,0,,,0.6,,,,,,175165.9997445941,1.9213451541404503,-18840.00100016594,71.45945945945947,189.36864837253415,11.328215864154455,4299,2176,925,,,,,,,
249,100,1.75,1.25,True,False,10,current,,25.0,8.0,False,True,0.4,open,True,False,0.25,open,150,0,,,0.4,,,,,,166006.00005416572,1.920850014426126,-17080.00157535076,71.70418006430869,177.9271168854938,10.674947269744552,4267,2264,933,,,,,,,
254,100,1.75,1.25,True,False,10,current,,25.0,8.0,False,True,0.4,open,True,False,0.3,open,150,0,,,0.3,,,,,,161861.99971278012,1.9207576904587713,-17080.00157535076,72.66881028938906,173.48553023877827,10.030537937514682,4257,2274,933,,,,,,,
135,100,1.75,1.25,True,False,10,current,,25.0,8.0,False,True,0.25,open,True,False,0.6,open,150,0,,,0.4,,,,,,162320.9999191612,1.9207345414413721,-17035.00157237053,71.76724137931035,174.9148706025444,10.672169811320755,4240,2256,928,,,,,,,
20,100,1.75,1.25,True,False,10,current,,25.0,8.0,False,True,0.1,open,True,False,0.35,open,150,0,,,0.3,,,,,,160469.99959297478,1.9200994310024564,-17035.00157237053,72.86486486486487,173.4810806410538,9.897531439217513,4294,2181,925,,,,,,,
69,100,1.75,1.25,True,False,10,current,,25.0,8.0,False,True,0.2,open,True,False,0.35,open,150,0,,,0.4,,,,,,163803.99997861683,1.919547592772246,-17035.00157237053,71.67567567567568,177.08540538228846,10.553470919324578,4264,2211,925,,,,,,,
242,100,1.75,1.25,True,False,10,current,,25.0,8.0,False,True,0.4,open,True,False,0.2,open,150,0,,,0.3,,,,,,162742.9998035282,1.9195272507546617,-17080.00157535076,72.56162915326902,174.42979614526067,10.039738195418419,4278,2253,933,,,,,,,
237,100,1.75,1.25,True,False,10,current,,25.0,8.0,False,True,0.35,open,True,False,0.75,open,150,0,,,0.4,,,,,,162679.99993793666,1.9191998872800031,-17080.00157535076,71.70418006430869,174.36227217356554,10.693092807975315,4213,2318,933,,,,,,,
240,100,1.75,1.25,True,False,10,current,,25.0,8.0,False,True,0.4,open,True,False,0.2,open,150,0,,,,,,,,,187291.99941058457,1.9187227584066768,-25305.000817105174,71.16827438370846,200.74169283020854,12.619770974526759,4279,2252,933,,,,,,,
