combo_id,put_stop_buffer,min_put_credit,min_call_credit,one_sided_entries_enabled,fomc_t1_callonly_enabled,stop_buffer,entry_schedule,early_exit_time,put_only_max_vix,target_delta,conditional_e6_enabled,conditional_e7_enabled,downday_threshold_pct,downday_reference,conditional_upday_e6_enabled,conditional_upday_e7_enabled,upday_threshold_pct,upday_reference,downday_theoretical_put_credit,upday_theoretical_call_credit,net_return_exit_pct,callside_min_upday_pct,base_entry_downday_callonly_pct,base_entry_upday_putonly_pct,movement_entry_pct,max_vix_entry,train_net_pnl,train_sharpe,train_max_dd,train_win_rate,train_avg_net_per_day,train_stop_rate,train_total_entries,train_total_skipped,train_days,val_net_pnl,val_sharpe,val_max_dd,val_win_rate,val_avg_net_per_day,val_stop_rate,val_days
48,100,1.75,1.2,True,False,10,current,,25.0,8.0,False,True,0.3,open,True,False,0.4,open,500,0,,,0.4,,,,85376.00096946955,1.6764134871945806,-13395.999535530806,62.930077691453945,94.75693781295178,17.12907117008444,4145,2162,901,,,,,,,
39,100,1.7,1.25,True,False,10,current,,25.0,8.0,False,True,0.3,open,True,False,0.4,open,500,0,,,0.4,,,,84990.00140406191,1.6708452947846908,-14516.999575093389,62.88888888888889,94.43333489340213,17.32207478890229,4145,2155,900,,,,,,,
49,100,1.75,1.25,True,False,10,current,,25.0,8.0,False,True,0.3,open,True,False,0.4,open,500,0,,,0.4,,,,84696.00095717609,1.6617891901848363,-13351.99974757433,62.930077691453945,94.00222081817546,17.237635705669483,4145,2162,901,,,,,,,
58,100,1.8,1.2,True,False,10,current,,25.0,8.0,False,True,0.3,open,True,False,0.4,open,500,0,,,0.4,,,,85645.00095322728,1.659705485546917,-12986.999485909939,63.04106548279689,95.05549495363738,16.992517499396573,4143,2164,901,,,,,,,
38,100,1.7,1.2,True,False,10,current,,25.0,8.0,False,True,0.3,open,True,False,0.4,open,500,0,,,0.4,,,,84115.00140801072,1.6588393974795377,-13955.999377951026,62.88888888888889,93.46111267556746,17.261761158021713,4145,2155,900,,,,,,,
59,100,1.8,1.25,True,False,10,current,,25.0,8.0,False,True,0.3,open,True,False,0.4,open,500,0,,,0.4,,,,85565.00093899667,1.6554148197975496,-12647.99968841672,63.15205327413984,94.96670470476879,17.089065894279507,4143,2164,901,,,,,,,
19,100,1.5,1.25,True,False,10,current,,25.0,8.0,False,True,0.3,open,True,False,0.4,open,500,0,,,0.4,,,,81798.00032410026,1.6525290736349365,-15975.999736472964,63.50446428571429,91.29241107600475,18.087668593448942,4152,2120,896,,,,,,,
18,100,1.5,1.2,True,False,10,current,,25.0,8.0,False,True,0.3,open,True,False,0.4,open,500,0,,,0.4,,,,80298.00032685697,1.6304867828395193,-15404.99952211976,63.72767857142857,89.6183039362243,18.015414258188827,4152,2120,896,,,,,,,
16,100,1.5,1.1,True,False,10,current,,25.0,8.0,False,True,0.3,open,True,False,0.4,open,500,0,,,0.4,,,,76968.00068992376,1.61042565146295,-14924.999483376741,63.39285714285714,85.90178648428991,17.991329479768787,4152,2120,896,,,,,,,
29,100,1.6,1.25,True,False,10,current,,25.0,8.0,False,True,0.3,open,True,False,0.4,open,500,0,,,0.4,,,,81200.00011786819,1.6043635198830761,-17216.000028461218,62.77777777777778,90.22222235318688,17.63855421686747,4150,2150,900,,,,,,,
46,100,1.75,1.1,True,False,10,current,,25.0,8.0,False,True,0.3,open,True,False,0.4,open,500,0,,,0.4,,,,79498.00127859414,1.596445091674463,-13510.999307394028,63.44444444444445,88.33111253177127,17.18938480096502,4145,2155,900,,,,,,,
99,100,2.25,1.25,True,False,10,current,,25.0,8.0,False,True,0.3,open,True,False,0.4,open,500,0,,,0.4,,,,85005.99966368079,1.5944298372710075,-11210.000172182918,63.08203991130821,94.24168477126473,16.263310745401743,4132,2182,902,,,,,,,
56,100,1.8,1.1,True,False,10,current,,25.0,8.0,False,True,0.3,open,True,False,0.4,open,500,0,,,0.4,,,,80317.00125788152,1.5855866561067686,-12652.999339580536,63.263041065482795,89.1420657690139,17.004586048756938,4143,2164,901,,,,,,,
57,100,1.8,1.15,True,False,10,current,,25.0,8.0,False,True,0.3,open,True,False,0.4,open,500,0,,,0.4,,,,80826.00077471137,1.582020584943126,-13072.999547451735,62.930077691453945,89.70699309068965,17.016654598117306,4143,2164,901,,,,,,,
47,100,1.75,1.15,True,False,10,current,,25.0,8.0,False,True,0.3,open,True,False,0.4,open,500,0,,,0.4,,,,79648.00078640878,1.581897784131203,-13860.999584183097,63.0,88.49777865156531,17.201447527141134,4145,2155,900,,,,,,,
69,100,1.9,1.25,True,False,10,current,,25.0,8.0,False,True,0.3,open,True,False,0.4,open,500,0,,,0.4,,,,82511.00141248107,1.5735784803744373,-14336.999704360962,63.04106548279689,91.57713808266489,16.932367149758456,4140,2167,901,,,,,,,
79,100,2.0,1.25,True,False,10,current,,25.0,8.0,False,True,0.3,open,True,False,0.4,open,500,0,,,0.4,,,,82741.00061549246,1.570664783508724,-14012.000330582261,63.04106548279689,91.83240911819364,16.57805703238279,4138,2169,901,,,,,,,
68,100,1.9,1.2,True,False,10,current,,25.0,8.0,False,True,0.3,open,True,False,0.4,open,500,0,,,0.4,,,,82140.00127062201,1.568328907369209,-14590.999557584524,63.15205327413984,91.1653732193363,16.847826086956523,4140,2167,901,,,,,,,
28,100,1.6,1.2,True,False,10,current,,25.0,8.0,False,True,0.3,open,True,False,0.4,open,500,0,,,0.4,,,,78670.00019200146,1.56156254587152,-17219.999829232693,62.88888888888889,87.41111132444607,17.6144578313253,4150,2150,900,,,,,,,
36,100,1.7,1.1,True,False,10,current,,25.0,8.0,False,True,0.3,open,True,False,0.4,open,500,0,,,0.4,,,,77102.00166721642,1.5573756975677415,-13655.999214112759,63.0,85.66889074135158,17.34620024125452,4145,2155,900,,,,,,,
37,100,1.7,1.15,True,False,10,current,,25.0,8.0,False,True,0.3,open,True,False,0.4,open,500,0,,,0.4,,,,77367.00121250749,1.5455710546836166,-14505.999465495348,62.77777777777778,85.96333468056388,17.35826296743064,4145,2155,900,,,,,,,
