combo_id,put_stop_buffer,min_put_credit,min_call_credit,one_sided_entries_enabled,fomc_t1_callonly_enabled,stop_buffer,entry_schedule,early_exit_time,train_net_pnl,train_sharpe,train_max_dd,train_win_rate,train_avg_net_per_day,train_stop_rate,train_total_entries,train_total_skipped,train_days,val_net_pnl,val_sharpe,val_max_dd,val_win_rate,val_avg_net_per_day,val_stop_rate,val_days
0,100,2.25,1.25,True,True,10,current,,117749.99929644167,2.651439779890492,-12955.000366792083,61.14206128133704,163.99721350479342,22.647427854454204,3188,402,718,,,,,,,
3,100,2.25,1.25,True,True,10,current,,117749.99929644167,2.651439779890492,-12955.000366792083,61.14206128133704,163.99721350479342,22.647427854454204,3188,402,718,,,,,,,
1,100,2.25,1.25,True,True,10,current,,117749.99929644167,2.651439779890492,-12955.000366792083,61.14206128133704,163.99721350479342,22.647427854454204,3188,402,718,,,,,,,
2,100,2.25,1.25,True,True,10,current,,117749.99929644167,2.651439779890492,-12955.000366792083,61.14206128133704,163.99721350479342,22.647427854454204,3188,402,718,,,,,,,
5,100,2.25,1.25,True,True,10,current,,117749.99929644167,2.651439779890492,-12955.000366792083,61.14206128133704,163.99721350479342,22.647427854454204,3188,402,718,,,,,,,
4,100,2.25,1.25,True,True,10,current,,117749.99929644167,2.651439779890492,-12955.000366792083,61.14206128133704,163.99721350479342,22.647427854454204,3188,402,718,,,,,,,
7,100,2.25,1.25,True,True,10,current,,117749.99929644167,2.651439779890492,-12955.000366792083,61.14206128133704,163.99721350479342,22.647427854454204,3188,402,718,,,,,,,
8,100,2.25,1.25,True,True,10,current,,117749.99929644167,2.651439779890492,-12955.000366792083,61.14206128133704,163.99721350479342,22.647427854454204,3188,402,718,,,,,,,
10,100,2.25,1.25,True,True,10,current,,117749.99929644167,2.651439779890492,-12955.000366792083,61.14206128133704,163.99721350479342,22.647427854454204,3188,402,718,,,,,,,
9,100,2.25,1.25,True,True,10,current,,117749.99929644167,2.651439779890492,-12955.000366792083,61.14206128133704,163.99721350479342,22.647427854454204,3188,402,718,,,,,,,
11,100,2.25,1.25,True,True,10,current,,117749.99929644167,2.651439779890492,-12955.000366792083,61.14206128133704,163.99721350479342,22.647427854454204,3188,402,718,,,,,,,
12,100,2.25,1.25,True,True,10,current,,117749.99929644167,2.651439779890492,-12955.000366792083,61.14206128133704,163.99721350479342,22.647427854454204,3188,402,718,,,,,,,
14,100,2.25,1.25,True,True,10,current,,117749.99929644167,2.651439779890492,-12955.000366792083,61.14206128133704,163.99721350479342,22.647427854454204,3188,402,718,,,,,,,
15,100,2.25,1.25,True,True,10,current,,117749.99929644167,2.651439779890492,-12955.000366792083,61.14206128133704,163.99721350479342,22.647427854454204,3188,402,718,,,,,,,
16,100,2.25,1.25,True,True,10,current,,117749.99929644167,2.651439779890492,-12955.000366792083,61.14206128133704,163.99721350479342,22.647427854454204,3188,402,718,,,,,,,
17,100,2.25,1.25,True,True,10,current,,117749.99929644167,2.651439779890492,-12955.000366792083,61.14206128133704,163.99721350479342,22.647427854454204,3188,402,718,,,,,,,
18,100,2.25,1.25,True,True,10,current,,117749.99929644167,2.651439779890492,-12955.000366792083,61.14206128133704,163.99721350479342,22.647427854454204,3188,402,718,,,,,,,
19,100,2.25,1.25,True,True,10,current,,117749.99929644167,2.651439779890492,-12955.000366792083,61.14206128133704,163.99721350479342,22.647427854454204,3188,402,718,,,,,,,
21,100,2.25,1.25,True,True,10,current,,117749.99929644167,2.651439779890492,-12955.000366792083,61.14206128133704,163.99721350479342,22.647427854454204,3188,402,718,,,,,,,
22,100,2.25,1.25,True,True,10,current,,117749.99929644167,2.651439779890492,-12955.000366792083,61.14206128133704,163.99721350479342,22.647427854454204,3188,402,718,,,,,,,
23,100,2.25,1.25,True,True,10,current,,117749.99929644167,2.651439779890492,-12955.000366792083,61.14206128133704,163.99721350479342,22.647427854454204,3188,402,718,,,,,,,
24,100,2.25,1.25,True,True,10,current,,117749.99929644167,2.651439779890492,-12955.000366792083,61.14206128133704,163.99721350479342,22.647427854454204,3188,402,718,,,,,,,
25,100,2.25,1.25,True,True,10,current,,117749.99929644167,2.651439779890492,-12955.000366792083,61.14206128133704,163.99721350479342,22.647427854454204,3188,402,718,,,,,,,
26,100,2.25,1.25,True,True,10,current,,117749.99929644167,2.651439779890492,-12955.000366792083,61.14206128133704,163.99721350479342,22.647427854454204,3188,402,718,,,,,,,
28,100,2.25,1.25,True,True,10,current,,117749.99929644167,2.651439779890492,-12955.000366792083,61.14206128133704,163.99721350479342,22.647427854454204,3188,402,718,,,,,,,
30,100,2.25,1.25,True,True,10,current,,117749.99929644167,2.651439779890492,-12955.000366792083,61.14206128133704,163.99721350479342,22.647427854454204,3188,402,718,,,,,,,
29,100,2.25,1.25,True,True,10,current,,117749.99929644167,2.651439779890492,-12955.000366792083,61.14206128133704,163.99721350479342,22.647427854454204,3188,402,718,,,,,,,
31,100,2.25,1.25,True,True,10,current,,117749.99929644167,2.651439779890492,-12955.000366792083,61.14206128133704,163.99721350479342,22.647427854454204,3188,402,718,,,,,,,
32,100,2.25,1.25,True,True,10,current,,117749.99929644167,2.651439779890492,-12955.000366792083,61.14206128133704,163.99721350479342,22.647427854454204,3188,402,718,,,,,,,
33,100,2.25,1.25,True,True,10,current,,117749.99929644167,2.651439779890492,-12955.000366792083,61.14206128133704,163.99721350479342,22.647427854454204,3188,402,718,,,,,,,
6,100,2.25,1.25,True,True,10,current,,116649.99924428761,2.5970816017814244,-14055.000418946147,61.14206128133704,162.4651800059716,22.647427854454204,3188,402,718,,,,,,,
13,100,2.25,1.25,True,True,10,current,,116649.99924428761,2.5970816017814244,-14055.000418946147,61.14206128133704,162.4651800059716,22.647427854454204,3188,402,718,,,,,,,
20,100,2.25,1.25,True,True,10,current,,116649.99924428761,2.5970816017814244,-14055.000418946147,61.14206128133704,162.4651800059716,22.647427854454204,3188,402,718,,,,,,,
27,100,2.25,1.25,True,True,10,current,,116649.99924428761,2.5970816017814244,-14055.000418946147,61.14206128133704,162.4651800059716,22.647427854454204,3188,402,718,,,,,,,
34,100,2.25,1.25,True,True,10,current,,116649.99924428761,2.5970816017814244,-14055.000418946147,61.14206128133704,162.4651800059716,22.647427854454204,3188,402,718,,,,,,,
