date,vix,credit_pnl,price_pnl,better
2022-07-22,23.11,-260.00,-1700.00,credit
2022-07-25,23.47,1710.00,1710.00,credit
2022-07-26,24.35,155.00,715.00,n=0.3
2022-07-27,23.74,1740.00,1740.00,credit
2022-07-28,23.34,-885.00,-1745.00,credit
2022-07-29,21.66,1119.00,1599.00,n=0.3
2022-08-01,22.45,-480.00,-125.00,n=0.3
2022-08-02,24.32,620.00,125.00,credit
2022-08-03,22.54,1395.00,905.00,credit
2022-08-04,22.20,1465.00,1465.00,credit
2022-08-05,21.43,50.00,1705.00,n=0.3
2022-08-08,21.27,-365.00,-1935.00,credit
2022-08-09,21.93,1495.00,1495.00,credit
2022-08-10,20.07,880.00,1380.00,n=0.3
2022-08-11,20.01,390.00,120.00,credit
2022-08-12,19.73,110.00,-2851.00,credit
2022-08-15,20.45,-55.00,81.00,n=0.3
2022-08-16,20.10,980.00,980.00,credit
2022-08-17,20.06,-840.00,665.00,n=0.3
2022-08-18,20.30,835.00,1230.00,n=0.3
2022-08-19,20.69,350.00,350.00,credit
2022-08-22,23.26,325.00,325.00,credit
2022-08-23,23.11,1240.00,1720.00,n=0.3
2022-08-24,23.54,95.00,905.00,n=0.3
2022-08-25,22.45,-281.00,-2759.00,credit
2022-08-26,21.97,-120.00,-870.00,credit
2022-08-29,26.61,830.00,1630.00,n=0.3
2022-08-30,26.36,320.00,320.00,credit
2022-08-31,25.64,465.00,1395.00,n=0.3
2022-09-01,26.99,-170.00,-1032.00,credit
2022-09-02,23.81,-835.00,-5225.00,credit
2022-09-06,27.61,-390.00,915.00,n=0.3
2022-09-07,26.44,-2675.00,-2821.00,credit
2022-09-08,25.14,-1325.00,-820.00,n=0.3
2022-09-09,22.87,1680.00,1680.00,credit
2022-09-12,23.29,1290.00,1840.00,n=0.3
2022-09-13,25.68,305.00,305.00,credit
2022-09-14,26.86,220.00,1680.00,n=0.3
2022-09-15,25.58,-525.00,255.00,n=0.3
2022-09-16,27.56,1395.00,1395.00,credit
2022-09-19,26.66,1884.00,1884.00,credit
2022-09-20,26.83,-530.00,-160.00,n=0.3
2022-09-21,26.57,-2330.00,1605.00,n=0.3
2022-09-22,27.65,145.00,640.00,n=0.3
2022-09-23,28.74,295.00,295.00,credit
2022-09-26,30.43,-495.00,70.00,n=0.3
2022-09-27,32.00,-515.00,-2455.00,credit
2022-09-28,32.81,295.00,1880.00,n=0.3
2022-09-29,33.23,320.00,320.00,credit
2022-09-30,30.87,-205.00,22.00,n=0.3
2022-10-03,30.17,-360.00,-870.00,credit
2022-10-04,28.86,-100.00,1945.00,n=0.3
2022-10-05,29.99,-1225.00,-1990.00,credit
2022-10-06,29.65,840.00,840.00,credit
2022-10-07,31.33,295.00,295.00,credit
2022-10-10,32.84,-235.00,325.00,n=0.3
2022-10-11,33.55,-2165.00,-2490.00,credit
2022-10-12,34.19,1640.00,1640.00,credit
2022-10-13,32.64,-350.00,-4565.00,credit
2022-10-14,32.46,315.00,315.00,credit
2022-10-17,31.05,1250.00,1725.00,n=0.3
2022-10-18,30.63,-35.00,-895.00,credit
2022-10-19,31.07,-885.00,1690.00,n=0.3
2022-10-20,30.07,-1145.00,-3685.00,credit
2022-10-21,29.60,555.00,-758.00,credit
2022-10-24,30.39,1090.00,1945.00,n=0.3
2022-10-25,29.41,1155.00,1590.00,n=0.3
2022-10-26,27.79,-840.00,-1270.00,credit
2022-10-27,27.07,230.00,1210.00,n=0.3
2022-10-28,26.87,683.00,94.00,credit
2022-10-31,26.66,1275.00,1745.00,n=0.3
2022-11-01,26.22,285.00,285.00,credit
2022-11-02,26.39,130.00,590.00,n=0.3
2022-11-03,26.22,1556.00,1956.00,n=0.3
2022-11-04,24.28,-125.00,-1895.00,credit
2022-11-07,25.04,1100.00,1100.00,credit
2022-11-08,24.30,-1945.00,-4780.00,credit
2022-11-09,25.07,-300.00,-1596.00,credit
2022-11-10,23.69,-986.00,-1660.00,credit
2022-11-11,23.22,-185.00,1610.00,n=0.3
2022-11-14,23.18,757.00,879.00,n=0.3
2022-11-15,23.56,-1635.00,-6280.00,credit
2022-11-16,24.35,1680.00,1680.00,credit
2022-11-17,24.74,170.00,1885.00,n=0.3
2022-11-18,23.64,335.00,335.00,credit
2022-11-21,23.21,555.00,555.00,credit
2022-11-22,21.86,713.00,713.00,credit
2022-11-23,21.30,-540.00,1745.00,n=0.3
2022-11-25,20.80,0.00,0.00,credit
2022-11-28,21.97,205.00,-535.00,credit
2022-11-29,22.28,-55.00,405.00,n=0.3
2022-11-30,22.17,-3750.00,-6930.00,credit
2022-12-01,20.86,70.00,560.00,n=0.3
2022-12-02,19.73,1100.00,805.00,credit
2022-12-05,20.32,-65.00,-1185.00,credit
2022-12-06,21.30,300.00,300.00,credit
2022-12-07,22.72,1270.00,1755.00,n=0.3
2022-12-08,22.54,1430.00,1430.00,credit
2022-12-09,22.67,736.00,637.00,credit
2022-12-12,24.50,-440.00,-6330.00,credit
2022-12-13,22.13,330.00,330.00,credit
2022-12-14,22.17,-830.00,1695.00,n=0.3
2022-12-15,22.13,330.00,330.00,credit
2022-12-16,23.15,340.00,340.00,credit
2022-12-19,22.22,-40.00,-1400.00,credit
2022-12-20,22.18,-15.00,1505.00,n=0.3
2022-12-21,20.13,685.00,1135.00,n=0.3
2022-12-22,21.29,90.00,27.00,credit
2022-12-23,22.09,750.00,1650.00,n=0.3
2022-12-27,22.51,1090.00,1090.00,credit
2022-12-28,21.21,-485.00,-1145.00,credit
2022-12-29,21.76,475.00,935.00,n=0.3
2022-12-30,22.00,180.00,1325.00,n=0.3
2023-01-03,23.33,335.00,335.00,credit
2023-01-04,22.91,-1090.00,855.00,n=0.3
2023-01-05,22.35,595.00,595.00,credit
2023-01-06,21.63,520.00,-75.00,credit
2023-01-09,21.56,-265.00,105.00,n=0.3
2023-01-10,21.71,575.00,1282.00,n=0.3
2023-01-11,20.83,330.00,-247.00,credit
2023-01-12,19.66,1410.00,1410.00,credit
2023-01-13,18.42,749.00,718.00,credit
2023-01-17,19.62,-125.00,5.00,n=0.3
2023-01-18,19.05,50.00,-565.00,credit
2023-01-19,21.16,625.00,935.00,n=0.3
2023-01-20,20.07,-585.00,-4119.00,credit
2023-01-23,19.85,-535.00,-575.00,credit
2023-01-24,20.21,1525.00,1525.00,credit
2023-01-25,20.59,-872.00,-1972.00,credit
2023-01-26,19.21,325.00,325.00,credit
2023-01-27,18.18,380.00,1245.00,n=0.3
2023-01-30,19.74,858.00,1191.00,n=0.3
2023-01-31,19.81,-610.00,-3955.00,credit
2023-02-01,19.66,1640.00,1640.00,credit
2023-02-02,17.93,-845.00,565.00,n=0.3
2023-02-03,18.27,-960.00,-3250.00,credit
2023-02-06,19.41,1180.00,1180.00,credit
2023-02-07,19.73,-605.00,1660.00,n=0.3
2023-02-08,18.69,-110.00,910.00,n=0.3
2023-02-09,19.14,50.00,-610.00,credit
2023-02-10,21.05,1280.00,1680.00,n=0.3
2023-02-13,21.03,1135.00,1135.00,credit
2023-02-14,18.93,-975.00,115.00,n=0.3
2023-02-15,18.72,1065.00,1204.00,n=0.3
2023-02-16,19.44,555.00,885.00,n=0.3
2023-02-17,20.61,1080.00,1585.00,n=0.3
2023-02-21,22.76,290.00,290.00,credit
2023-02-22,23.33,795.00,1125.00,n=0.3
2023-02-23,21.42,-520.00,-1714.00,credit
2023-02-24,22.70,640.00,1120.00,n=0.3
2023-02-27,20.76,665.00,1185.00,n=0.3
2023-02-28,20.96,1285.00,1285.00,credit
2023-03-01,20.85,635.00,1160.00,n=0.3
2023-03-02,20.68,-715.00,-2215.00,credit
2023-03-03,19.07,219.00,-212.00,credit
2023-03-06,18.69,675.00,675.00,credit
2023-03-07,19.08,325.00,325.00,credit
2023-03-08,19.64,1160.00,1160.00,credit
2023-03-09,19.00,280.00,70.00,credit
2023-03-10,23.49,-1105.00,-1450.00,credit
2023-03-13,28.15,680.00,1795.00,n=0.3
2023-03-14,23.41,-375.00,-1780.00,credit
2023-03-15,27.07,-115.00,1090.00,n=0.3
2023-03-16,26.49,-490.00,-810.00,credit
2023-03-17,23.97,315.00,315.00,credit
2023-03-20,25.30,470.00,1660.00,n=0.3
2023-03-21,22.34,1100.00,1100.00,credit
2023-03-22,20.69,770.00,1695.00,n=0.3
2023-03-23,20.58,-2020.00,-3685.00,credit
2023-03-24,23.82,965.00,1320.00,n=0.3
2023-03-27,21.40,590.00,590.00,credit
2023-03-28,20.40,400.00,1365.00,n=0.3
2023-03-29,19.29,745.00,745.00,credit
2023-03-30,19.41,-40.00,600.00,n=0.3
2023-03-31,18.80,-290.00,-1121.00,credit
2023-04-03,19.39,265.00,770.00,n=0.3
2023-04-04,18.88,130.00,-325.00,credit
2023-04-05,19.79,525.00,525.00,credit
2023-04-06,19.32,-40.00,510.00,n=0.3
2023-04-10,19.54,-60.00,-200.00,credit
2023-04-11,19.00,395.00,395.00,credit
2023-04-12,18.62,-135.00,-835.00,credit
2023-04-13,18.35,-929.00,-929.00,credit
2023-04-14,17.67,420.00,270.00,credit
2023-04-17,17.39,38.00,38.00,credit
2023-04-18,17.04,325.00,325.00,credit
2023-04-19,16.75,100.00,100.00,credit
2023-04-20,16.92,205.00,205.00,credit
2023-04-21,17.04,235.00,235.00,credit
2023-04-24,17.14,225.00,225.00,credit
2023-04-25,18.03,95.00,95.00,credit
2023-04-26,18.94,690.00,690.00,credit
2023-04-27,17.39,-2020.00,-2020.00,credit
2023-04-28,16.42,785.00,1200.00,n=0.3
2023-05-01,15.87,220.00,220.00,credit
2023-05-02,17.91,290.00,290.00,credit
2023-05-03,18.08,1565.00,1565.00,credit
2023-05-04,19.96,65.00,570.00,n=0.3
2023-05-05,17.73,780.00,780.00,credit
2023-05-08,17.82,355.00,355.00,credit
2023-05-09,17.76,70.00,70.00,credit
2023-05-10,16.72,-195.00,-50.00,n=0.3
2023-05-11,17.89,265.00,265.00,credit
2023-05-12,16.75,185.00,-200.00,credit
2023-05-15,18.12,265.00,265.00,credit
2023-05-16,17.95,245.00,245.00,credit
2023-05-17,17.75,-1130.00,-1315.00,credit
2023-05-18,16.80,-190.00,-696.00,credit
2023-05-19,15.95,-595.00,1140.00,n=0.3
2023-05-22,17.53,495.00,495.00,credit
2023-05-23,17.83,170.00,170.00,credit
2023-05-24,20.45,610.00,610.00,credit
2023-05-25,19.49,545.00,545.00,credit
