combo_id,put_stop_buffer,min_put_credit,min_call_credit,one_sided_entries_enabled,fomc_t1_callonly_enabled,stop_buffer,entry_schedule,early_exit_time,put_only_max_vix,target_delta,conditional_e6_enabled,conditional_e7_enabled,downday_threshold_pct,downday_reference,conditional_upday_e6_enabled,conditional_upday_e7_enabled,upday_threshold_pct,upday_reference,downday_theoretical_put_credit,upday_theoretical_call_credit,net_return_exit_pct,callside_min_upday_pct,base_entry_downday_callonly_pct,base_entry_upday_putonly_pct,movement_entry_pct,max_vix_entry,train_net_pnl,train_sharpe,train_max_dd,train_win_rate,train_avg_net_per_day,train_stop_rate,train_total_entries,train_total_skipped,train_days,val_net_pnl,val_sharpe,val_max_dd,val_win_rate,val_avg_net_per_day,val_stop_rate,val_days
9,100,2.25,1.25,True,True,10,current,,25.0,8.0,False,True,0.3,open,True,False,0.4,open,2500,0,,,0.4,,,,185599.999903813,3.65803618329792,-11384.999966472387,70.85781433607521,218.09635711376382,15.13520280420631,3994,1963,851,,,,,,,
8,100,2.25,1.25,True,True,10,current,,25.0,8.0,False,True,0.3,open,True,False,0.4,open,2000,0,,,0.4,,,,179444.9998705089,3.533102766382667,-9579.99995931983,70.74030552291421,210.86368962456982,15.185277916875311,3994,1963,851,,,,,,,
5,100,2.25,1.25,True,True,10,current,,25.0,8.0,False,True,0.3,open,True,False,0.4,open,1000,0,,,0.4,,,,166664.9998256564,3.4076681341830684,-7905.0000535696745,69.44770857814336,195.84606324989002,15.42313470205308,3994,1963,851,,,,,,,
4,100,2.25,1.25,True,True,10,current,,25.0,8.0,False,True,0.3,open,True,False,0.4,open,750,0,,,0.4,,,,161459.99970443547,3.3177342550297464,-10695.000202432275,68.74265569917743,189.72972938241534,15.598397596394593,3994,1963,851,,,,,,,
6,100,2.25,1.25,True,True,10,current,,25.0,8.0,False,True,0.3,open,True,False,0.4,open,1250,0,,,0.4,,,,163120.00003308058,3.2684075240279014,-8225.000071376562,69.68272620446534,191.68037606707472,15.398097145718578,3994,1963,851,,,,,,,
7,100,2.25,1.25,True,True,10,current,,25.0,8.0,False,True,0.3,open,True,False,0.4,open,1500,0,,,0.4,,,,164844.99992720783,3.2366899172730106,-8210.000115484,70.0352526439483,193.7074029696919,15.322984476715074,3994,1963,851,,,,,,,
3,100,2.25,1.25,True,True,10,current,,25.0,8.0,False,True,0.3,open,True,False,0.4,open,500,0,,,0.4,,,,143414.99982655048,2.9156671108979855,-10495.000163540244,67.09753231492363,168.52526419101113,16.074111166750125,3994,1963,851,,,,,,,
2,100,2.25,1.25,True,True,10,current,,25.0,8.0,False,True,0.3,open,True,False,0.4,open,250,0,,,0.4,,,,138634.9997458607,2.8701233448705876,-10415.000080913305,64.6298472385429,162.90834282709835,16.737606409614422,3994,1963,851,,,,,,,
1,100,2.25,1.25,True,True,10,current,,25.0,8.0,False,True,0.3,open,True,False,0.4,open,100,0,,,0.4,,,,127774.999935776,2.711902987274459,-9645.000497624278,62.98472385428907,150.14688594098237,18.18978467701552,3994,1963,851,,,,,,,
0,100,2.25,1.25,True,True,10,current,,25.0,8.0,False,True,0.3,open,True,False,0.4,open,0,0,,,0.4,,,,103894.9998947233,2.2513712149025467,-15855.000207349658,56.63924794359577,122.08578130989811,24.824737105658485,3994,1963,851,,,,,,,
