combo_id,put_stop_buffer,min_put_credit,min_call_credit,one_sided_entries_enabled,fomc_t1_callonly_enabled,stop_buffer,entry_schedule,early_exit_time,train_net_pnl,train_sharpe,train_max_dd,train_win_rate,train_avg_net_per_day,train_stop_rate,train_total_entries,train_total_skipped,train_days,val_net_pnl,val_sharpe,val_max_dd,val_win_rate,val_avg_net_per_day,val_stop_rate,val_days
40,50,2.0,1.25,True,True,10,current,,104495.00058375299,3.0416699539721272,-12559.999719262123,60.200668896321076,174.74080365176084,26.96691176470588,2720,270,598,,,,,,,
88,50,2.25,1.25,True,True,10,current,,103494.99903686345,2.9864859320207615,-13125.000445768237,59.53177257525084,173.06856026231347,26.27118644067797,2714,276,598,,,,,,,
280,75,2.0,1.25,True,True,10,current,,104280.00095576048,2.8764414250126946,-15134.99977350235,60.16528925619835,172.36363794340576,26.098003629764065,2755,270,605,,,,,,,
568,100,2.25,1.25,True,True,10,current,,109399.9994918704,2.8048788453454727,-13485.000359117985,59.61227786752828,176.7366712308084,24.311762602788704,2797,298,619,,,,,,,
328,75,2.25,1.25,True,True,10,current,,101399.99909676611,2.7372052629587045,-14655.000286996365,59.44170771756979,166.50246157104453,25.568797399783318,2769,276,609,,,,,,,
712,100,3.0,1.25,True,True,10,current,,120954.99867029488,2.611343581076475,-16025.000089854002,61.17274167987322,191.68779504008697,23.868817958611015,2851,304,631,,,,,,,
664,100,2.75,1.25,True,True,10,current,,114839.99886728823,2.6006697408512065,-18100.000297874212,60.64000000000001,183.74399818766116,23.910733262486715,2823,302,625,,,,,,,
520,100,2.0,1.25,True,True,10,current,,100960.00052265823,2.5700316945333377,-16160.00004708767,59.48136142625607,163.63047086330346,25.116279069767444,2795,290,617,,,,,,,
32,50,2.0,1.0,True,True,10,current,,87465.00089175999,2.5692790733356845,-14309.99985665083,60.535117056856194,146.2625432972575,26.691176470588236,2720,270,598,,,,,,,
616,100,2.5,1.25,True,True,10,current,,106879.99955683947,2.5281464035855277,-19270.000618994236,60.74313408723748,172.66558894481335,23.936360386127994,2797,298,619,,,,,,,
44,50,2.0,1.25,False,True,10,current,,84515.00051565468,2.506261397604377,-12629.99972037971,51.17056856187291,141.32943230042588,31.45478374836173,2289,701,598,,,,,,,
80,50,2.25,1.0,True,True,10,current,,86159.99927408993,2.4973496883605018,-14940.00027269125,60.367892976588635,144.080266344632,26.013264554163595,2714,276,598,,,,,,,
952,150,3.0,1.25,True,True,10,current,,124234.99867476523,2.4517036842626996,-17744.999959915876,61.57407407407407,191.7206769672303,22.111416781292984,2908,332,648,,,,,,,
232,50,3.0,1.25,True,True,10,current,,103504.99918363988,2.4470426902370592,-17470.000519007444,60.99173553719008,171.0826432787436,26.100400145507457,2749,276,605,,,,,,,
272,75,2.0,1.0,True,True,10,current,,86765.00135399401,2.439323773526439,-13179.999830722809,59.83471074380166,143.4132253785025,25.698729582577133,2755,270,605,,,,,,,
904,150,2.75,1.25,True,True,10,current,,119054.99852851033,2.4289506665748317,-18185.000540465117,62.01550387596899,184.58139306745787,22.015823873409012,2907,318,645,,,,,,,
376,75,2.5,1.25,True,True,10,current,,100054.99973893166,2.4219885912762162,-19015.000477731228,60.392798690671036,163.7561370522613,24.865059373875496,2779,276,611,,,,,,,
424,75,2.75,1.25,True,True,10,current,,102609.99947428703,2.402323808765409,-16735.000383108854,59.967320261437905,167.66339783380235,25.089798850574713,2784,276,612,,,,,,,
472,75,3.0,1.25,True,True,10,current,,105039.99892756343,2.4012969828567443,-17490.00045105815,60.130718954248366,171.63398517575723,25.287356321839084,2784,276,612,,,,,,,
43,50,2.0,1.25,True,True,10,current,15:00,79250.0005042553,2.3899639851062426,-13759.999754428864,59.030100334448164,132.5250844552764,26.341911764705884,2720,270,598,,,,,,,
760,150,2.0,1.25,True,True,10,current,,105685.00102132559,2.3870972472185588,-15894.99983549118,61.25984251968504,166.43307247452847,23.043478260869566,2875,300,635,,,,,,,
136,50,2.5,1.25,True,True,10,current,,94344.99960020185,2.3831348562094297,-19775.00057838857,59.966777408637874,156.71926843887348,25.841258229700077,2734,276,602,,,,,,,
608,100,2.5,1.0,True,True,10,current,,93130.00005021691,2.374919118185338,-11945.000528097153,60.42003231017771,150.45234256900955,23.525205577404364,2797,298,619,,,,,,,
