combo_id,put_stop_buffer,min_put_credit,min_call_credit,one_sided_entries_enabled,fomc_t1_callonly_enabled,stop_buffer,entry_schedule,early_exit_time,put_only_max_vix,target_delta,conditional_e6_enabled,conditional_e7_enabled,downday_threshold_pct,downday_reference,conditional_upday_e6_enabled,conditional_upday_e7_enabled,upday_threshold_pct,upday_reference,downday_theoretical_put_credit,upday_theoretical_call_credit,net_return_exit_pct,train_net_pnl,train_sharpe,train_max_dd,train_win_rate,train_avg_net_per_day,train_stop_rate,train_total_entries,train_total_skipped,train_days,val_net_pnl,val_sharpe,val_max_dd,val_win_rate,val_avg_net_per_day,val_stop_rate,val_days
0,100,2.25,1.25,True,True,10,current,,25.0,8.0,False,True,0.3,open,True,False,0.4,open,1000,0,,157814.99949932098,3.293028910414066,-11620.000382959843,65.58861578266495,204.1591196627697,20.208676551345413,3642,1769,773,,,,,,,
5,100,2.25,1.25,True,True,10,current,,25.0,8.0,False,True,0.3,open,True,False,0.4,open,1000,0,0.7,141364.9997765571,3.2518655999311665,-12455.000382363796,68.4346701164295,182.8783955712252,21.172285802660067,3233,2178,773,,,,,,,
4,100,2.25,1.25,True,True,10,current,,25.0,8.0,False,True,0.3,open,True,False,0.4,open,1000,0,0.6,126759.99944746494,3.102518409139986,-10770.000423118472,69.98706338939198,163.9844753524773,20.887305699481864,3088,2323,773,,,,,,,
6,100,2.25,1.25,True,True,10,current,,25.0,8.0,False,True,0.3,open,True,False,0.4,open,1000,0,0.8,139444.99945141375,3.080145312279929,-12190.000385046005,67.01164294954722,180.39456591385996,21.566555991548444,3313,2098,773,,,,,,,
3,100,2.25,1.25,True,True,10,current,,25.0,8.0,False,True,0.3,open,True,False,0.4,open,1000,0,0.5,109804.99962642789,2.9277806650538722,-10705.000337585807,72.70375161707634,142.0504522980956,20.307692307692307,2925,2486,773,,,,,,,
2,100,2.25,1.25,True,True,10,current,,25.0,8.0,False,True,0.3,open,True,False,0.4,open,1000,0,0.4,90119.99997526407,2.6372215701500115,-10925.000277012587,75.67917205692109,116.58473476748263,19.40463065049614,2721,2690,773,,,,,,,
1,100,2.25,1.25,True,True,10,current,,25.0,8.0,False,True,0.3,open,True,False,0.4,open,1000,0,0.3,57315.000323429704,2.009514334012901,-8034.999807849526,78.39586028460543,74.14618411827905,18.58261227853317,2427,2984,773,,,,,,,
