combo_id,put_stop_buffer,min_put_credit,min_call_credit,one_sided_entries_enabled,fomc_t1_callonly_enabled,stop_buffer,entry_schedule,early_exit_time,put_only_max_vix,target_delta,conditional_e6_enabled,conditional_e7_enabled,downday_threshold_pct,downday_reference,conditional_upday_e6_enabled,conditional_upday_e7_enabled,upday_threshold_pct,upday_reference,downday_theoretical_put_credit,upday_theoretical_call_credit,net_return_exit_pct,callside_min_upday_pct,base_entry_downday_callonly_pct,base_entry_upday_putonly_pct,movement_entry_pct,max_vix_entry,vix_early_exit_threshold,price_based_stop_points,stop_slippage_per_leg,train_net_pnl,train_sharpe,train_max_dd,train_win_rate,train_avg_net_per_day,train_stop_rate,train_total_entries,train_total_skipped,train_days,val_net_pnl,val_sharpe,val_max_dd,val_win_rate,val_avg_net_per_day,val_stop_rate,val_days
519,100,1.75,1.25,True,False,10,current,,25.0,8.0,False,True,0.3,open,False,False,0.6,open,150,0,,,0.3,,,,,,0.0,173224.00030986965,2.068100567698626,-17730.00149399042,73.26424870466322,179.50673607240378,10.460541541309883,4321,1469,965,,,,,,,
525,100,1.75,1.25,True,False,10,current,,25.0,8.0,False,True,0.3,open,False,False,0.75,open,150,0,,,0.3,,,,,,0.0,173224.00030986965,2.068100567698626,-17730.00149399042,73.26424870466322,179.50673607240378,10.460541541309883,4321,1469,965,,,,,,,
105,100,1.75,1.25,True,False,10,current,,25.0,8.0,False,True,0.2,open,True,False,0.5,open,150,0,,,0.3,,,,,,0.0,176194.0002028793,2.066618719447908,-17035.00157237053,73.16062176165804,182.58445616878686,10.427505089346303,4421,2334,965,,,,,,,
123,100,1.75,1.25,True,False,10,current,,25.0,8.0,False,True,0.3,open,True,False,0.4,open,150,0,,,0.3,,,,,,0.0,176378.00030182302,2.0665350792766777,-17035.00157237053,73.16062176165804,182.77512984644872,10.440808907066575,4401,2354,965,,,,,,,
3,100,1.75,1.25,True,False,10,current,,25.0,8.0,False,True,0.2,open,True,False,0.4,open,150,0,,,,,,,,,0.0,204097.99985411763,2.0664229172063324,-27059.000860244036,71.50259067357513,211.50051798354158,13.140085720730882,4433,2322,965,,,,,,,
45,100,1.75,1.25,True,False,10,current,,25.0,8.0,False,True,0.3,open,True,False,0.75,open,150,0,,,,,,,,,0.0,202045.9998138845,2.0663743841448126,-27824.000876784325,71.70984455958549,209.3740930713829,13.215758131012368,4366,2389,965,,,,,,,
51,100,1.75,1.25,True,False,10,current,,25.0,8.0,False,True,0.35,open,True,False,0.4,open,150,0,,,,,,,,,0.0,203567.99988280237,2.064863329935464,-27109.00085771084,71.50259067357513,210.95129521533923,13.23663773412517,4378,2377,965,,,,,,,
483,100,1.75,1.25,True,False,10,current,,25.0,8.0,False,True,0.2,open,False,False,0.4,open,150,0,,,0.3,,,,,,0.0,173155.0002732128,2.064216819823891,-17730.00149399042,73.26424870466322,179.4352334437438,10.443474264705882,4352,1438,965,,,,,,,
489,100,1.75,1.25,True,False,10,current,,25.0,8.0,False,True,0.2,open,False,False,0.5,open,150,0,,,0.3,,,,,,0.0,173155.0002732128,2.064216819823891,-17730.00149399042,73.26424870466322,179.4352334437438,10.443474264705882,4352,1438,965,,,,,,,
495,100,1.75,1.25,True,False,10,current,,25.0,8.0,False,True,0.2,open,False,False,0.6,open,150,0,,,0.3,,,,,,0.0,173155.0002732128,2.064216819823891,-17730.00149399042,73.26424870466322,179.4352334437438,10.443474264705882,4352,1438,965,,,,,,,
501,100,1.75,1.25,True,False,10,current,,25.0,8.0,False,True,0.2,open,False,False,0.75,open,150,0,,,0.3,,,,,,0.0,173155.0002732128,2.064216819823891,-17730.00149399042,73.26424870466322,179.4352334437438,10.443474264705882,4352,1438,965,,,,,,,
141,100,1.75,1.25,True,False,10,current,,25.0,8.0,False,True,0.3,open,True,False,0.75,open,150,0,,,0.3,,,,,,0.0,174257.00022493303,2.063807082720194,-17035.00157237053,73.26424870466322,180.5772023056301,10.458190148911799,4365,2390,965,,,,,,,
387,100,1.75,1.25,True,False,10,current,,25.0,8.0,False,True,0.2,open,False,False,0.4,open,150,0,,,,,,,,,0.0,200943.99986216426,2.0637367816663894,-28789.00085785985,71.70984455958549,208.23212420949665,13.209280955662761,4353,1437,965,,,,,,,
393,100,1.75,1.25,True,False,10,current,,25.0,8.0,False,True,0.2,open,False,False,0.5,open,150,0,,,,,,,,,0.0,200943.99986216426,2.0637367816663894,-28789.00085785985,71.70984455958549,208.23212420949665,13.209280955662761,4353,1437,965,,,,,,,
399,100,1.75,1.25,True,False,10,current,,25.0,8.0,False,True,0.2,open,False,False,0.6,open,150,0,,,,,,,,,0.0,200943.99986216426,2.0637367816663894,-28789.00085785985,71.70984455958549,208.23212420949665,13.209280955662761,4353,1437,965,,,,,,,
405,100,1.75,1.25,True,False,10,current,,25.0,8.0,False,True,0.2,open,False,False,0.75,open,150,0,,,,,,,,,0.0,200943.99986216426,2.0637367816663894,-28789.00085785985,71.70984455958549,208.23212420949665,13.209280955662761,4353,1437,965,,,,,,,
153,100,1.75,1.25,True,False,10,current,,25.0,8.0,False,True,0.35,open,True,False,0.5,open,150,0,,,0.3,,,,,,0.0,175664.00023156404,2.063480346945037,-17080.00157535076,73.05699481865285,182.0352334005845,10.49015116811727,4366,2389,965,,,,,,,
99,100,1.75,1.25,True,False,10,current,,25.0,8.0,False,True,0.2,open,True,False,0.4,open,150,0,,,0.3,,,,,,0.0,176309.00026516616,2.062781324402944,-17035.00157237053,73.16062176165804,182.70362721778878,10.424187725631768,4432,2323,965,,,,,,,
435,100,1.75,1.25,True,False,10,current,,25.0,8.0,False,True,0.35,open,False,False,0.4,open,150,0,,,,,,,,,0.0,200413.999890849,2.062206794241662,-28839.000855326653,71.70984455958549,207.6829014412943,13.30851558864588,4298,1492,965,,,,,,,
441,100,1.75,1.25,True,False,10,current,,25.0,8.0,False,True,0.35,open,False,False,0.5,open,150,0,,,,,,,,,0.0,200413.999890849,2.062206794241662,-28839.000855326653,71.70984455958549,207.6829014412943,13.30851558864588,4298,1492,965,,,,,,,
447,100,1.75,1.25,True,False,10,current,,25.0,8.0,False,True,0.35,open,False,False,0.6,open,150,0,,,,,,,,,0.0,200413.999890849,2.062206794241662,-28839.000855326653,71.70984455958549,207.6829014412943,13.30851558864588,4298,1492,965,,,,,,,
453,100,1.75,1.25,True,False,10,current,,25.0,8.0,False,True,0.35,open,False,False,0.75,open,150,0,,,,,,,,,0.0,200413.999890849,2.062206794241662,-28839.000855326653,71.70984455958549,207.6829014412943,13.30851558864588,4298,1492,965,,,,,,,
21,100,1.75,1.25,True,False,10,current,,25.0,8.0,False,True,0.2,open,True,False,0.75,open,150,0,,,,,,,,,0.0,201976.99977722764,2.062057340508134,-27774.000879317522,71.70984455958549,209.30259044272293,13.179440527632478,4397,2358,965,,,,,,,
531,100,1.75,1.25,True,False,10,current,,25.0,8.0,False,True,0.35,open,False,False,0.4,open,150,0,,,0.3,,,,,,0.0,172625.00030189753,2.061076536851668,-17775.001496970654,73.16062176165804,178.88601067554148,10.507330695834304,4297,1493,965,,,,,,,
537,100,1.75,1.25,True,False,10,current,,25.0,8.0,False,True,0.35,open,False,False,0.5,open,150,0,,,0.3,,,,,,0.0,172625.00030189753,2.061076536851668,-17775.001496970654,73.16062176165804,178.88601067554148,10.507330695834304,4297,1493,965,,,,,,,
543,100,1.75,1.25,True,False,10,current,,25.0,8.0,False,True,0.35,open,False,False,0.6,open,150,0,,,0.3,,,,,,0.0,172625.00030189753,2.061076536851668,-17775.001496970654,73.16062176165804,178.88601067554148,10.507330695834304,4297,1493,965,,,,,,,
549,100,1.75,1.25,True,False,10,current,,25.0,8.0,False,True,0.35,open,False,False,0.75,open,150,0,,,0.3,,,,,,0.0,172625.00030189753,2.061076536851668,-17775.001496970654,73.16062176165804,178.88601067554148,10.507330695834304,4297,1493,965,,,,,,,
69,100,1.75,1.25,True,False,10,current,,25.0,8.0,False,True,0.35,open,True,False,0.75,open,150,0,,,,,,,,,0.0,201446.99980591238,2.0605096782288683,-27824.000876784325,71.70984455958549,208.7533676745206,13.277291570704744,4342,2413,965,,,,,,,
117,100,1.75,1.25,True,False,10,current,,25.0,8.0,False,True,0.2,open,True,False,0.75,open,150,0,,,0.3,,,,,,0.0,174188.00018827617,2.0599846886439592,-17035.00157237053,73.26424870466322,180.50569967697012,10.441310282074614,4396,2359,965,,,,,,,
147,100,1.75,1.25,True,False,10,current,,25.0,8.0,False,True,0.35,open,True,False,0.4,open,150,0,,,0.3,,,,,,0.0,175779.0002938509,2.0596373386395053,-17080.00157535076,73.05699481865285,182.15440444958642,10.486634681288553,4377,2378,965,,,,,,,
321,100,1.75,1.25,True,False,10,current,,25.0,8.0,False,True,0.3,open,True,False,0.5,open,150,0,,,0.6,,,,,,0.0,189716.0002475828,2.0574993208293404,-21069.001005977392,71.70984455958549,196.59689144827232,11.990434980642222,4391,2364,965,,,,,,,
375,100,1.75,1.25,True,False,10,current,,25.0,8.0,False,True,0.5,open,True,False,0.6,open,150,0,,,0.6,,,,,,0.0,188197.00027030706,2.0574646538510226,-21449.001012682915,71.91709844559585,195.0227982075721,12.106481481481483,4320,2435,965,,,,,,,
165,100,1.75,1.25,True,False,10,current,,25.0,8.0,False,True,0.35,open,True,False,0.75,open,150,0,,,0.3,,,,,,0.0,173658.0002169609,2.0568372095969436,-17080.00157535076,73.16062176165804,179.95647690876777,10.50449205252246,4341,2414,965,,,,,,,
315,100,1.75,1.25,True,False,10,current,,25.0,8.0,False,True,0.3,open,True,False,0.4,open,150,0,,,0.6,,,,,,0.0,189831.00030986965,2.053615873882628,-20824.001000016928,71.60621761658031,196.71606249727424,11.983189459336666,4402,2353,965,,,,,,,
297,100,1.75,1.25,True,False,10,current,,25.0,8.0,False,True,0.2,open,True,False,0.5,open,150,0,,,0.6,,,,,,0.0,189647.00021092594,2.0527765500722226,-21019.00100851059,71.70984455958549,196.52538881961237,11.962912709181365,4422,2333,965,,,,,,,
699,100,1.75,1.25,True,False,10,current,,25.0,8.0,False,True,0.3,open,False,False,0.4,open,150,0,,,0.6,,,,,,0.0,186677.00031791627,2.0526177884022734,-22554.000997632742,71.81347150259067,193.4476687232293,12.031466913465987,4322,1468,965,,,,,,,
705,100,1.75,1.25,True,False,10,current,,25.0,8.0,False,True,0.3,open,False,False,0.5,open,150,0,,,0.6,,,,,,0.0,186677.00031791627,2.0526177884022734,-22554.000997632742,71.81347150259067,193.4476687232293,12.031466913465987,4322,1468,965,,,,,,,
711,100,1.75,1.25,True,False,10,current,,25.0,8.0,False,True,0.3,open,False,False,0.6,open,150,0,,,0.6,,,,,,0.0,186677.00031791627,2.0526177884022734,-22554.000997632742,71.81347150259067,193.4476687232293,12.031466913465987,4322,1468,965,,,,,,,
717,100,1.75,1.25,True,False,10,current,,25.0,8.0,False,True,0.3,open,False,False,0.75,open,150,0,,,0.6,,,,,,0.0,186677.00031791627,2.0526177884022734,-22554.000997632742,71.81347150259067,193.4476687232293,12.031466913465987,4322,1468,965,,,,,,,
81,100,1.75,1.25,True,False,10,current,,25.0,8.0,False,True,0.5,open,True,False,0.5,open,150,0,,,,,,,,,0.0,201727.9998333305,2.0514988727242662,-27519.00085964799,71.60621761658031,209.04455941277774,13.316408954534964,4333,2422,965,,,,,,,
345,100,1.75,1.25,True,False,10,current,,25.0,8.0,False,True,0.35,open,True,False,0.5,open,150,0,,,0.6,,,,,,0.0,189117.00023961067,2.051349619229534,-21069.001005977392,71.70984455958549,195.97616605141002,12.044882070070987,4367,2388,965,,,,,,,
333,100,1.75,1.25,True,False,10,current,,25.0,8.0,False,True,0.3,open,True,False,0.75,open,150,0,,,0.6,,,,,,0.0,187710.00023297966,2.050083686713101,-21539.001019090414,71.81347150259067,194.5181349564556,12.01328447091159,4366,2389,965,,,,,,,
291,100,1.75,1.25,True,False,10,current,,25.0,8.0,False,True,0.2,open,True,False,0.4,open,150,0,,,0.6,,,,,,0.0,189762.0002732128,2.048922151919232,-20774.001002550125,71.60621761658031,196.6445598686143,11.955786149334537,4433,2322,965,,,,,,,
75,100,1.75,1.25,True,False,10,current,,25.0,8.0,False,True,0.5,open,True,False,0.4,open,150,0,,,,,,,,,0.0,201842.99989561737,2.0481694391367404,-27274.000853687525,71.50259067357513,209.16373046177966,13.305709023941068,4344,2411,965,,,,,,,
675,100,1.75,1.25,True,False,10,current,,25.0,8.0,False,True,0.2,open,False,False,0.4,open,150,0,,,0.6,,,,,,0.0,186608.00028125942,2.047783889955277,-22504.00100016594,71.81347150259067,193.37616609456936,12.003216172754422,4353,1437,965,,,,,,,
681,100,1.75,1.25,True,False,10,current,,25.0,8.0,False,True,0.2,open,False,False,0.5,open,150,0,,,0.6,,,,,,0.0,186608.00028125942,2.047783889955277,-22504.00100016594,71.81347150259067,193.37616609456936,12.003216172754422,4353,1437,965,,,,,,,
687,100,1.75,1.25,True,False,10,current,,25.0,8.0,False,True,0.2,open,False,False,0.6,open,150,0,,,0.6,,,,,,0.0,186608.00028125942,2.047783889955277,-22504.00100016594,71.81347150259067,193.37616609456936,12.003216172754422,4353,1437,965,,,,,,,
693,100,1.75,1.25,True,False,10,current,,25.0,8.0,False,True,0.2,open,False,False,0.75,open,150,0,,,0.6,,,,,,0.0,186608.00028125942,2.047783889955277,-22504.00100016594,71.81347150259067,193.37616609456936,12.003216172754422,4353,1437,965,,,,,,,
339,100,1.75,1.25,True,False,10,current,,25.0,8.0,False,True,0.35,open,True,False,0.4,open,150,0,,,0.6,,,,,,0.0,189232.00030189753,2.04747992038647,-20824.001000016928,71.60621761658031,196.09533710041194,12.037460027409775,4378,2377,965,,,,,,,
723,100,1.75,1.25,True,False,10,current,,25.0,8.0,False,True,0.35,open,False,False,0.4,open,150,0,,,0.6,,,,,,0.0,186078.00030994415,2.046388602423271,-22554.000997632742,71.81347150259067,192.826943326367,12.087017217310377,4298,1492,965,,,,,,,
729,100,1.75,1.25,True,False,10,current,,25.0,8.0,False,True,0.35,open,False,False,0.5,open,150,0,,,0.6,,,,,,0.0,186078.00030994415,2.046388602423271,-22554.000997632742,71.81347150259067,192.826943326367,12.087017217310377,4298,1492,965,,,,,,,
735,100,1.75,1.25,True,False,10,current,,25.0,8.0,False,True,0.35,open,False,False,0.6,open,150,0,,,0.6,,,,,,0.0,186078.00030994415,2.046388602423271,-22554.000997632742,71.81347150259067,192.826943326367,12.087017217310377,4298,1492,965,,,,,,,
741,100,1.75,1.25,True,False,10,current,,25.0,8.0,False,True,0.35,open,False,False,0.75,open,150,0,,,0.6,,,,,,0.0,186078.00030994415,2.046388602423271,-22554.000997632742,71.81347150259067,192.826943326367,12.087017217310377,4298,1492,965,,,,,,,
309,100,1.75,1.25,True,False,10,current,,25.0,8.0,False,True,0.2,open,True,False,0.75,open,150,0,,,0.6,,,,,,0.0,187641.0001963228,2.045314296573817,-21489.00102162361,71.81347150259067,194.44663232779564,11.985444621332727,4397,2358,965,,,,,,,
459,100,1.75,1.25,True,False,10,current,,25.0,8.0,False,True,0.5,open,False,False,0.4,open,150,0,,,,,,,,,0.0,198688.999903664,2.0452872843370935,-29004.00085130334,71.70984455958549,205.8953366877347,13.379455909943715,4264,1526,965,,,,,,,
465,100,1.75,1.25,True,False,10,current,,25.0,8.0,False,True,0.5,open,False,False,0.5,open,150,0,,,,,,,,,0.0,198688.999903664,2.0452872843370935,-29004.00085130334,71.70984455958549,205.8953366877347,13.379455909943715,4264,1526,965,,,,,,,
471,100,1.75,1.25,True,False,10,current,,25.0,8.0,False,True,0.5,open,False,False,0.6,open,150,0,,,,,,,,,0.0,198688.999903664,2.0452872843370935,-29004.00085130334,71.70984455958549,205.8953366877347,13.379455909943715,4264,1526,965,,,,,,,
477,100,1.75,1.25,True,False,10,current,,25.0,8.0,False,True,0.5,open,False,False,0.75,open,150,0,,,,,,,,,0.0,198688.999903664,2.0452872843370935,-29004.00085130334,71.70984455958549,205.8953366877347,13.379455909943715,4264,1526,965,,,,,,,
357,100,1.75,1.25,True,False,10,current,,25.0,8.0,False,True,0.35,open,True,False,0.75,open,150,0,,,0.6,,,,,,0.0,187111.00022500753,2.0438930117820537,-21539.001019090414,71.81347150259067,193.8974095595933,12.068171349608475,4342,2413,965,,,,,,,
93,100,1.75,1.25,True,False,10,current,,25.0,8.0,False,True,0.5,open,True,False,0.75,open,150,0,,,,,,,,,0.0,199721.99981872737,2.0436837152173726,-27989.00087276101,71.70984455958549,206.965802920961,13.347260909935004,4308,2447,965,,,,,,,
177,100,1.75,1.25,True,False,10,current,,25.0,8.0,False,True,0.5,open,True,False,0.5,open,150,0,,,0.3,,,,,,0.0,173939.00024437904,2.0436098498055038,-17080.00157535076,72.95336787564767,180.2476686470249,10.537857802400739,4332,2423,965,,,,,,,
231,100,1.75,1.25,True,False,10,current,,25.0,8.0,False,True,0.3,open,True,False,0.6,open,150,0,,,0.5,,,,,,0.0,183120.000385046,2.041134829674029,-17720.001002177596,72.12435233160622,189.7616584300995,11.626313385107355,4378,2377,965,,,,,,,
555,100,1.75,1.25,True,False,10,current,,25.0,8.0,False,True,0.5,open,False,False,0.4,open,150,0,,,0.3,,,,,,0.0,170900.00031471252,2.040891856376058,-17775.001496970654,73.05699481865285,177.0984459219819,10.555946516537649,4263,1527,965,,,,,,,
561,100,1.75,1.25,True,False,10,current,,25.0,8.0,False,True,0.5,open,False,False,0.5,open,150,0,,,0.3,,,,,,0.0,170900.00031471252,2.040891856376058,-17775.001496970654,73.05699481865285,177.0984459219819,10.555946516537649,4263,1527,965,,,,,,,
567,100,1.75,1.25,True,False,10,current,,25.0,8.0,False,True,0.5,open,False,False,0.6,open,150,0,,,0.3,,,,,,0.0,170900.00031471252,2.040891856376058,-17775.001496970654,73.05699481865285,177.0984459219819,10.555946516537649,4263,1527,965,,,,,,,
573,100,1.75,1.25,True,False,10,current,,25.0,8.0,False,True,0.5,open,False,False,0.75,open,150,0,,,0.3,,,,,,0.0,170900.00031471252,2.040891856376058,-17775.001496970654,73.05699481865285,177.0984459219819,10.555946516537649,4263,1527,965,,,,,,,
171,100,1.75,1.25,True,False,10,current,,25.0,8.0,False,True,0.5,open,True,False,0.4,open,150,0,,,0.3,,,,,,0.0,174054.0003066659,2.0398148922880113,-17080.00157535076,72.95336787564767,180.36683969602683,10.534192954179138,4343,2412,965,,,,,,,
207,100,1.75,1.25,True,False,10,current,,25.0,8.0,False,True,0.2,open,True,False,0.6,open,150,0,,,0.5,,,,,,0.0,183051.00034838915,2.0369576156673164,-17670.001004710793,72.12435233160622,189.69015580143954,11.601270129281016,4409,2346,965,,,,,,,
189,100,1.75,1.25,True,False,10,current,,25.0,8.0,False,True,0.5,open,True,False,0.75,open,150,0,,,0.3,,,,,,0.0,171933.0002297759,2.0368077736118555,-17080.00157535076,73.05699481865285,178.1689121552082,10.552588808915718,4307,2448,965,,,,,,,
255,100,1.75,1.25,True,False,10,current,,25.0,8.0,False,True,0.35,open,True,False,0.6,open,150,0,,,0.5,,,,,,0.0,182521.00037707388,2.0348458609595763,-17760.001272186637,72.12435233160622,189.1409330332372,11.6789159393661,4354,2401,965,,,,,,,
369,100,1.75,1.25,True,False,10,current,,25.0,8.0,False,True,0.5,open,True,False,0.5,open,150,0,,,0.6,,,,,,0.0,187392.00025242567,2.033489323260288,-21234.00100195408,71.70984455958549,194.18860129785043,12.104777290560813,4333,2422,965,,,,,,,
363,100,1.75,1.25,True,False,10,current,,25.0,8.0,False,True,0.5,open,True,False,0.4,open,150,0,,,0.6,,,,,,0.0,187507.00031471252,2.029660252105489,-20989.000995993614,71.60621761658031,194.30777234685235,12.097145488029467,4344,2411,965,,,,,,,
747,100,1.75,1.25,True,False,10,current,,25.0,8.0,False,True,0.5,open,False,False,0.4,open,150,0,,,0.6,,,,,,0.0,184353.00032275915,2.0282953627602938,-22719.00099360943,71.81347150259067,191.0393785728074,12.148217636022514,4264,1526,965,,,,,,,
753,100,1.75,1.25,True,False,10,current,,25.0,8.0,False,True,0.5,open,False,False,0.5,open,150,0,,,0.6,,,,,,0.0,184353.00032275915,2.0282953627602938,-22719.00099360943,71.81347150259067,191.0393785728074,12.148217636022514,4264,1526,965,,,,,,,
759,100,1.75,1.25,True,False,10,current,,25.0,8.0,False,True,0.5,open,False,False,0.6,open,150,0,,,0.6,,,,,,0.0,184353.00032275915,2.0282953627602938,-22719.00099360943,71.81347150259067,191.0393785728074,12.148217636022514,4264,1526,965,,,,,,,
765,100,1.75,1.25,True,False,10,current,,25.0,8.0,False,True,0.5,open,False,False,0.75,open,150,0,,,0.6,,,,,,0.0,184353.00032275915,2.0282953627602938,-22719.00099360943,71.81347150259067,191.0393785728074,12.148217636022514,4264,1526,965,,,,,,,
381,100,1.75,1.25,True,False,10,current,,25.0,8.0,False,True,0.5,open,True,False,0.75,open,150,0,,,0.6,,,,,,0.0,185386.00023782253,2.0259130047071188,-21704.0010150671,71.81347150259067,192.10984480603372,12.128597957288765,4308,2447,965,,,,,,,
783,100,1.75,1.25,True,False,10,current,,25.0,8.0,False,False,0.2,open,True,False,0.6,open,150,0,,,,,,,,,0.0,197677.9998434633,2.021434112828384,-28274.000872537494,71.70984455958549,204.84766823156818,13.681055155875299,4170,1620,965,,,,,,,
