combo_id,put_stop_buffer,min_put_credit,min_call_credit,one_sided_entries_enabled,fomc_t1_callonly_enabled,stop_buffer,entry_schedule,early_exit_time,put_only_max_vix,target_delta,conditional_e6_enabled,conditional_e7_enabled,downday_threshold_pct,downday_reference,conditional_upday_e6_enabled,conditional_upday_e7_enabled,upday_threshold_pct,upday_reference,downday_theoretical_put_credit,upday_theoretical_call_credit,net_return_exit_pct,callside_min_upday_pct,base_entry_downday_callonly_pct,base_entry_upday_putonly_pct,movement_entry_pct,max_vix_entry,train_net_pnl,train_sharpe,train_max_dd,train_win_rate,train_avg_net_per_day,train_stop_rate,train_total_entries,train_total_skipped,train_days,val_net_pnl,val_sharpe,val_max_dd,val_win_rate,val_avg_net_per_day,val_stop_rate,val_days
15,100,1.75,1.25,True,False,10,morning_4,12:00,25.0,8.0,False,True,0.3,open,True,False,0.4,open,150,0,,,0.4,,,,52120.00143878162,2.480428911889491,-20614.99904476106,62.40352811466373,57.46416917175482,8.878504672897195,3210,2232,907,,,,,,,
21,100,1.75,1.25,True,False,10,current,12:00,25.0,8.0,False,True,0.3,open,True,False,0.4,open,150,0,,,0.4,,,,52120.00143878162,2.480428911889491,-20614.99904476106,62.40352811466373,57.46416917175482,8.878504672897195,3210,3139,907,,,,,,,
23,100,1.75,1.25,True,False,10,current,13:00,25.0,8.0,False,True,0.3,open,True,False,0.4,open,150,0,,,0.4,,,,75370.00180900097,2.4472547286200563,-25509.999270811677,62.73428886438809,83.09812768357328,12.569479535118747,3958,2391,907,,,,,,,
22,100,1.75,1.25,True,False,10,current,12:30,25.0,8.0,False,True,0.3,open,True,False,0.4,open,150,0,,,0.4,,,,64970.00157952309,2.4018575755965514,-25124.999222829938,62.18302094818081,71.63175477345435,10.224342444559051,3878,2471,907,,,,,,,
17,100,1.75,1.25,True,False,10,morning_4,13:00,25.0,8.0,False,True,0.3,open,True,False,0.4,open,150,0,,,0.4,,,,63205.00174961984,2.224276029903045,-21414.999279677868,62.62403528114664,69.68577921678042,13.98176291793313,3290,2152,907,,,,,,,
9,100,1.75,1.25,True,False,10,morning_3,12:00,25.0,8.0,False,True,0.3,open,True,False,0.4,open,150,0,,,0.4,,,,42470.00129662454,2.1674865108344794,-17424.99904677272,61.742006615215,46.8246982322211,11.093247588424438,2488,2047,907,,,,,,,
16,100,1.75,1.25,True,False,10,morning_4,12:30,25.0,8.0,False,True,0.3,open,True,False,0.4,open,150,0,,,0.4,,,,54770.0013743341,2.155132565080373,-21169.99929882586,61.852260198456456,60.385889056597684,12.087227414330219,3210,2232,907,,,,,,,
11,100,1.75,1.25,True,False,10,morning_3,13:00,25.0,8.0,False,True,0.3,open,True,False,0.4,open,150,0,,,0.4,,,,48630.00172890723,1.995262833797602,-16574.9989772588,60.97023153252481,53.616319436501904,15.128504672897197,2568,1967,907,,,,,,,
12,100,1.75,1.25,True,False,10,morning_4,,25.0,8.0,False,True,0.3,open,True,False,0.4,open,150,0,,,0.4,,,,78281.00076778233,1.9053310348988255,-14678.999551102519,60.418963616317534,86.3076083437512,18.62801377726751,3484,1958,907,,,,,,,
10,100,1.75,1.25,True,False,10,morning_3,12:30,25.0,8.0,False,True,0.3,open,True,False,0.4,open,150,0,,,0.4,,,,42520.001291781664,1.892517289279551,-16904.99904550612,60.97023153252481,46.87982501850239,13.62540192926045,2488,2047,907,,,,,,,
18,100,1.75,1.25,True,False,10,current,,25.0,8.0,False,True,0.3,open,True,False,0.4,open,150,0,,,0.4,,,,91148.00090427697,1.860563159772063,-17338.999539852142,61.742006615215,100.49393704991948,18.147880539499038,4152,2197,907,,,,,,,
3,100,1.75,1.25,True,False,10,morning_2,12:00,25.0,8.0,False,True,0.3,open,True,False,0.4,open,150,0,,,0.4,,,,30030.000773519278,1.842649121132119,-11519.999604448676,62.07276736493937,33.10915190024176,13.168724279835391,1701,1927,907,,,,,,,
6,100,1.75,1.25,True,False,10,morning_3,,25.0,8.0,False,True,0.3,open,True,False,0.4,open,150,0,,,0.4,,,,59453.00081732869,1.7494219921027707,-14541.99942727387,59.31642778390298,65.54906374567662,19.026068066618393,2762,1773,907,,,,,,,
5,100,1.75,1.25,True,False,10,morning_2,13:00,25.0,8.0,False,True,0.3,open,True,False,0.4,open,150,0,,,0.4,,,,32115.00127285719,1.6780183455937805,-10394.99928086996,61.41124586549063,35.40793966136405,16.451431779898932,1781,1847,907,,,,,,,
0,100,1.75,1.25,True,False,10,morning_2,,25.0,8.0,False,True,0.3,open,True,False,0.4,open,150,0,,,0.4,,,,41663.0007379055,1.651944106154199,-7805.999689683318,56.67034178610805,45.9349511994548,19.59493670886076,1975,1653,907,,,,,,,
4,100,1.75,1.25,True,False,10,morning_2,12:30,25.0,8.0,False,True,0.3,open,True,False,0.4,open,150,0,,,0.4,,,,27880.001046955585,1.5623431250530104,-10994.999404400587,60.198456449834616,30.7387001620238,15.373309817754263,1701,1927,907,,,,,,,
8,100,1.75,1.25,True,False,10,morning_3,11:30,25.0,8.0,False,True,0.3,open,True,False,0.4,open,150,0,,,0.4,,,,22375.00134922564,1.3166030029400388,-20549.999194964767,61.852260198456456,24.66924073784525,7.616559485530547,2488,2047,907,,,,,,,
14,100,1.75,1.25,True,False,10,morning_4,11:30,25.0,8.0,False,True,0.3,open,True,False,0.4,open,150,0,,,0.4,,,,22375.00134922564,1.3166030029400388,-20549.999194964767,61.852260198456456,24.66924073784525,7.616559485530547,2488,2954,907,,,,,,,
20,100,1.75,1.25,True,False,10,current,11:30,25.0,8.0,False,True,0.3,open,True,False,0.4,open,150,0,,,0.4,,,,22375.00134922564,1.3166030029400388,-20549.999194964767,61.852260198456456,24.66924073784525,7.616559485530547,2488,3861,907,,,,,,,
2,100,1.75,1.25,True,False,10,morning_2,11:30,25.0,8.0,False,True,0.3,open,True,False,0.4,open,150,0,,,0.4,,,,17625.001010373235,1.1971989145740316,-12274.999596849084,63.06504961411245,19.4321951602792,10.2880658436214,1701,1927,907,,,,,,,
1,100,1.75,1.25,True,False,10,morning_2,11:00,25.0,8.0,False,True,0.3,open,True,False,0.4,open,150,0,,,0.4,,,,11145.000566989183,1.0045334491926698,-15429.999685958028,59.647188533627336,12.28776247738609,5.320399764844209,1701,1927,907,,,,,,,
7,100,1.75,1.25,True,False,10,morning_3,11:00,25.0,8.0,False,True,0.3,open,True,False,0.4,open,150,0,,,0.4,,,,11145.000566989183,1.0045334491926698,-15429.999685958028,59.647188533627336,12.28776247738609,5.320399764844209,1701,2834,907,,,,,,,
13,100,1.75,1.25,True,False,10,morning_4,11:00,25.0,8.0,False,True,0.3,open,True,False,0.4,open,150,0,,,0.4,,,,11145.000566989183,1.0045334491926698,-15429.999685958028,59.647188533627336,12.28776247738609,5.320399764844209,1701,3741,907,,,,,,,
19,100,1.75,1.25,True,False,10,current,11:00,25.0,8.0,False,True,0.3,open,True,False,0.4,open,150,0,,,0.4,,,,11145.000566989183,1.0045334491926698,-15429.999685958028,59.647188533627336,12.28776247738609,5.320399764844209,1701,4648,907,,,,,,,
