combo_id,put_stop_buffer,min_put_credit,min_call_credit,one_sided_entries_enabled,fomc_t1_callonly_enabled,stop_buffer,entry_schedule,early_exit_time,put_only_max_vix,target_delta,conditional_e6_enabled,conditional_e7_enabled,downday_threshold_pct,downday_reference,conditional_upday_e6_enabled,conditional_upday_e7_enabled,upday_threshold_pct,upday_reference,downday_theoretical_put_credit,upday_theoretical_call_credit,net_return_exit_pct,callside_min_upday_pct,base_entry_downday_callonly_pct,base_entry_upday_putonly_pct,movement_entry_pct,max_vix_entry,vix_early_exit_threshold,train_net_pnl,train_sharpe,train_max_dd,train_win_rate,train_avg_net_per_day,train_stop_rate,train_total_entries,train_total_skipped,train_days,val_net_pnl,val_sharpe,val_max_dd,val_win_rate,val_avg_net_per_day,val_stop_rate,val_days
18,100,1.75,1.25,True,False,10,current,13:00,25.0,8.0,False,True,0.3,open,True,False,0.4,open,150,0,,,0.4,,,,,75095.0018184632,2.4207802323573144,-25509.999270811677,62.760131434830235,82.25082345943396,12.569060773480665,3982,2409,913,,,,,,,
17,100,1.75,1.25,True,False,10,current,13:00,25.0,8.0,False,True,0.3,open,True,False,0.4,open,150,0,,,0.4,,,,,75095.0018184632,2.4207802323573144,-25509.999270811677,62.760131434830235,82.25082345943396,12.569060773480665,3982,2409,913,,,,,,,
19,100,1.75,1.25,True,False,10,current,13:00,25.0,8.0,False,True,0.3,open,True,False,0.4,open,150,0,,,0.4,,,,,75095.0018184632,2.4207802323573144,-25509.999270811677,62.760131434830235,82.25082345943396,12.569060773480665,3982,2409,913,,,,,,,
20,100,1.75,1.25,True,False,10,current,13:00,25.0,8.0,False,True,0.3,open,True,False,0.4,open,150,0,,,0.4,,,,,75095.0018184632,2.4207802323573144,-25509.999270811677,62.760131434830235,82.25082345943396,12.569060773480665,3982,2409,913,,,,,,,
7,100,1.75,1.25,True,False,10,current,12:30,25.0,8.0,False,True,0.3,open,True,False,0.4,open,150,0,,,0.4,,,,,65415.00158928335,2.4064142273425992,-25124.999222829938,62.21248630887185,71.64841356986128,10.212711430035878,3902,2489,913,,,,,,,
9,100,1.75,1.25,True,False,10,current,12:30,25.0,8.0,False,True,0.3,open,True,False,0.4,open,150,0,,,0.4,,,,,65415.00158928335,2.4064142273425992,-25124.999222829938,62.21248630887185,71.64841356986128,10.212711430035878,3902,2489,913,,,,,,,
8,100,1.75,1.25,True,False,10,current,12:30,25.0,8.0,False,True,0.3,open,True,False,0.4,open,150,0,,,0.4,,,,,65415.00158928335,2.4064142273425992,-25124.999222829938,62.21248630887185,71.64841356986128,10.212711430035878,3902,2489,913,,,,,,,
10,100,1.75,1.25,True,False,10,current,12:30,25.0,8.0,False,True,0.3,open,True,False,0.4,open,150,0,,,0.4,,,,,65415.00158928335,2.4064142273425992,-25124.999222829938,62.21248630887185,71.64841356986128,10.212711430035878,3902,2489,913,,,,,,,
12,100,1.75,1.25,True,False,10,current,12:30,25.0,8.0,False,True,0.3,open,True,False,0.4,open,150,0,,,0.4,,,,,65415.00158928335,2.4064142273425992,-25124.999222829938,62.21248630887185,71.64841356986128,10.212711430035878,3902,2489,913,,,,,,,
13,100,1.75,1.25,True,False,10,current,12:30,25.0,8.0,False,True,0.3,open,True,False,0.4,open,150,0,,,0.4,,,,,65415.00158928335,2.4064142273425992,-25124.999222829938,62.21248630887185,71.64841356986128,10.212711430035878,3902,2489,913,,,,,,,
11,100,1.75,1.25,True,False,10,current,12:30,25.0,8.0,False,True,0.3,open,True,False,0.4,open,150,0,,,0.4,,,,,65415.00158928335,2.4064142273425992,-25124.999222829938,62.21248630887185,71.64841356986128,10.212711430035878,3902,2489,913,,,,,,,
21,100,1.75,1.25,True,False,10,current,,25.0,8.0,False,True,0.3,open,True,False,0.4,open,150,0,,,0.4,,,,,91008.00091426075,1.8486024971777995,-17338.999539852142,61.77437020810515,99.6801762478212,18.115421455938694,4176,2215,913,,,,,,,
22,100,1.75,1.25,True,False,10,current,,25.0,8.0,False,True,0.3,open,True,False,0.4,open,150,0,,,0.4,,,,,91008.00091426075,1.8486024971777995,-17338.999539852142,61.77437020810515,99.6801762478212,18.115421455938694,4176,2215,913,,,,,,,
23,100,1.75,1.25,True,False,10,current,,25.0,8.0,False,True,0.3,open,True,False,0.4,open,150,0,,,0.4,,,,,91008.00091426075,1.8486024971777995,-17338.999539852142,61.77437020810515,99.6801762478212,18.115421455938694,4176,2215,913,,,,,,,
24,100,1.75,1.25,True,False,10,current,,25.0,8.0,False,True,0.3,open,True,False,0.4,open,150,0,,,0.4,,,,,91008.00091426075,1.8486024971777995,-17338.999539852142,61.77437020810515,99.6801762478212,18.115421455938694,4176,2215,913,,,,,,,
25,100,1.75,1.25,True,False,10,current,,25.0,8.0,False,True,0.3,open,True,False,0.4,open,150,0,,,0.4,,,,,91008.00091426075,1.8486024971777995,-17338.999539852142,61.77437020810515,99.6801762478212,18.115421455938694,4176,2215,913,,,,,,,
26,100,1.75,1.25,True,False,10,current,,25.0,8.0,False,True,0.3,open,True,False,0.4,open,150,0,,,0.4,,,,,91008.00091426075,1.8486024971777995,-17338.999539852142,61.77437020810515,99.6801762478212,18.115421455938694,4176,2215,913,,,,,,,
27,100,1.75,1.25,True,False,10,current,,25.0,8.0,False,True,0.3,open,True,False,0.4,open,150,0,,,0.4,,,,,91008.00091426075,1.8486024971777995,-17338.999539852142,61.77437020810515,99.6801762478212,18.115421455938694,4176,2215,913,,,,,,,
