combo_id,put_stop_buffer,min_put_credit,min_call_credit,one_sided_entries_enabled,fomc_t1_callonly_enabled,stop_buffer,entry_schedule,early_exit_time,put_only_max_vix,target_delta,conditional_e6_enabled,conditional_e7_enabled,downday_threshold_pct,downday_reference,conditional_upday_e6_enabled,conditional_upday_e7_enabled,upday_threshold_pct,upday_reference,downday_theoretical_put_credit,upday_theoretical_call_credit,net_return_exit_pct,callside_min_upday_pct,base_entry_downday_callonly_pct,base_entry_upday_putonly_pct,movement_entry_pct,max_vix_entry,train_net_pnl,train_sharpe,train_max_dd,train_win_rate,train_avg_net_per_day,train_stop_rate,train_total_entries,train_total_skipped,train_days,val_net_pnl,val_sharpe,val_max_dd,val_win_rate,val_avg_net_per_day,val_stop_rate,val_days
29,100,2.25,1.25,True,True,10,current,,25.0,8.0,False,True,0.3,open,True,False,0.4,open,1000,0,,,0.4,,0.5,30.0,165169.99983288348,3.6959067284325853,-7625.000090673566,67.10369487485102,196.86531565301965,15.026954177897576,3710,2163,839,,,,,,,
35,100,2.25,1.25,True,True,10,current,,25.0,8.0,False,True,0.3,open,True,False,0.4,open,1000,0,,,0.4,,0.6,30.0,163639.99986216426,3.614818687216365,-8020.000045076013,67.02380952380952,194.80952364543364,15.182894029047874,3718,2162,840,,,,,,,
23,100,2.25,1.25,True,True,10,current,,25.0,8.0,False,True,0.3,open,True,False,0.4,open,1000,0,,,0.4,,0.4,30.0,158654.99945245683,3.539008660869238,-8515.000195801258,68.17640047675805,189.1001185368973,14.842275545969263,3709,2164,839,,,,,,,
47,100,2.25,1.25,True,True,10,current,,25.0,8.0,False,True,0.3,open,True,False,0.4,open,1000,0,,,0.4,,1.0,30.0,161609.99979890883,3.5337524504281843,-7905.0000535696745,67.02380952380952,192.3928569034629,15.262449528936742,3715,2165,840,,,,,,,
41,100,2.25,1.25,True,True,10,current,,25.0,8.0,False,True,0.3,open,True,False,0.4,open,1000,0,,,0.4,,0.8,30.0,161784.99980799854,3.527556039068359,-7950.000034496188,66.9047619047619,192.6011902476173,15.240785579768632,3717,2163,840,,,,,,,
5,100,2.25,1.25,True,True,10,current,,25.0,8.0,False,True,0.3,open,True,False,0.4,open,1000,0,,,0.4,,,30.0,159974.99976105988,3.4992293828341565,-7905.0000535696745,66.94510739856801,190.90095436880654,15.317139001349528,3705,2161,838,,,,,,,
24,100,2.25,1.25,True,True,10,current,,25.0,8.0,False,True,0.3,open,True,False,0.4,open,1000,0,,,0.4,,0.5,,161624.99947279692,3.3903720140785856,-10895.000130981207,69.7258641239571,192.64004704743374,15.2074319165182,3929,1944,839,,,,,,,
42,100,2.25,1.25,True,True,10,current,,25.0,8.0,False,True,0.3,open,True,False,0.4,open,1000,0,,,0.4,,1.0,,159549.99984264374,3.3393945826732025,-8110.000059008598,69.4047619047619,189.9404760031473,15.442297915607526,3934,1946,840,,,,,,,
0,100,2.25,1.25,True,True,10,current,,25.0,8.0,False,True,0.3,open,True,False,0.4,open,1000,0,,,0.4,,,,160269.999858737,3.329341065797233,-7905.0000535696745,69.4510739856802,191.25298312498447,15.456167176350663,3924,1942,838,,,,,,,
28,100,2.25,1.25,True,True,10,current,,25.0,8.0,False,True,0.3,open,True,False,0.4,open,1000,0,,,0.4,,0.5,25.0,132720.0002848357,3.187332892620315,-7540.000065639615,60.905840286054826,158.18831976738463,14.871953100894785,3241,2632,839,,,,,,,
11,100,2.25,1.25,True,True,10,current,,25.0,8.0,False,True,0.3,open,True,False,0.4,open,1000,0,,,0.4,,0.2,30.0,145204.99842733145,3.144894284724194,-8905.000168532133,65.31585220500597,173.06912804211137,16.760525610083132,3729,2144,839,,,,,,,
17,100,2.25,1.25,True,True,10,current,,25.0,8.0,False,True,0.3,open,True,False,0.4,open,1000,0,,,0.4,,0.3,30.0,142904.99868676066,3.1411387506438224,-9345.000213682652,66.26936829559,170.32776959089472,15.96117551900782,3709,2164,839,,,,,,,
